id;date;device;canal;sentiment;type_photo;type_sinistre;anciennete_client;garantie;csat;gravite;region;source;commentaire;commentaire_clean;topic;topic_label;keywords
7351;2024-04-20;Android;Email;pos;bug;collision;0-1 an;jeune_conducteur;5;forte;Île-de-France;Téléphone;Bonne expérience, j'ai un écran blanc au moment de confirmer et j'ai pu finaliser sans stress, donc j'ai eu une réponse rapide, continuez comme ça.;bon expérience écran blanc moment confirmer finaliser stress réponse rapide continuer;196;Thème 196 (à analyser);stress, finaliser, écran, blanc, satisfait, rond, tourne, expérience, mise, jour
7352;2024-09-04;Android;Web;neu;bug;collision;0-1 an;jeune_conducteur;3;faible;Nouvelle-Aquitaine;App;Pas terrible mais bon, ça boucle sur la même page sur mon téléphone, et ça passe mais c'est limite, j'attends une amélioration.;terrible bon boucle page téléphone passer limite attendre amélioration;151;Thème 151 (à analyser);boucle, page, téléphone, tard, réessayer, sérieux, inadmissible, bloquer, décevoir, pénible
7353;2024-01-08;iOS;Agence;pos;photo;collision;3-10 ans;tous_risques;4;faible;Nouvelle-Aquitaine;Agence;Nickel, la caméra ne s'ouvre pas même en 4G mais la résolution a été rapide, du coup tout est bien expliqué, service efficace.;nickel caméra ouvrir gramme résolution être rapide coup bien expliquer service efficace;52;Thème 52 (à analyser);nickel, rapide, être, résolution, continuer, début, débloquer, rapidement, réponse, expliquer
7354;2024-01-03;iOS;Téléphone;neg;parcours;bris_de_glace;1-3 ans;tous_risques;2;moyenne;Occitanie;App;Franchement, je ne comprends pas les étapes quand il faut choisir le garage et je perds tout, bref rien n'avance, ça devient pénible.;franchement comprendre étape falloir choisir garage perdre bref rien avance devenir pénible;8;Choix du garage / compréhension du parcours;falloir, choisir, garage, comprendre, parcours, confus, étape, inadmissible, manqu, manque
7355;2024-06-13;iOS;Téléphone;neu;lenteur;collision;1-3 ans;tiers;3;forte;Normandie;Email;Globalement ça va, les pages se figent à chaque clic à chaque étape, donc ça passe mais c'est limite, le support via email a aidé.;globalement page figer clic étape passer limite support e-mail aider;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
7356;2024-07-15;Android;Téléphone;neu;bug;collision;0-1 an;tiers;3;moyenne;Auvergne-Rhône-Alpes;App;C'est mitigé, ça me déconnecte tout seul sur mon téléphone, donc j'ai réussi au final, ça manque de simplicité.;mitiger déconnecter téléphone réussir final manque simplicité;-1;Commentaires généraux / hors sujet;
7357;2024-01-25;Android;Web;neu;parcours;incendie;1-3 ans;tous_risques;3;faible;Occitanie;Agence;Ça pourrait être mieux je n'arrive pas à trouver où suivre mon sinistre entre devis et sinistre alors j'ai réussi au final ça manque de.;mieux arriver trouver sinistre devis sinistre réussir final manqu;-1;Commentaires généraux / hors sujet;
7358;2024-05-30;Android;App;neg;photo;collision;1-3 ans;tiers;1;moyenne;PACA;App;Je suis déçu, l'ajout des photos bloque après trois essais, bref ça bloque encore, j'ai fini par appeler.;décevoir ajout photo bloquer essai bref bloquer finir appeler;46;Thème 46 (à analyser);ajout, photo, bloquer, gramme, essai, avance, décevoir, tard, rien, réessayer
7359;2024-08-22;Android;App;neg;lenteur;bris_de_glace;3-10 ans;tous_risques;1;faible;Auvergne-Rhône-Alpes;Web;C'est inadmissible, le dossier met trop longtemps à s'afficher à chaque étape, alors rien n'avance, ça devient pénible.;inadmissible dossier mettre trop afficher étape rien avance devenir pénible;50;Thème 50 (à analyser);afficher, dossier, mettre, pièce, trop, joindre, avancer, envoyer, réessayer, rien
7360;2024-12-15;Android;Web;neg;parcours;collision;0-1 an;tiers;1;faible;Île-de-France;Téléphone;Ras-le-bol, je ne comprends pas les étapes entre les onglets et je perds tout, alors ça bloque encore, bonne journée.;ras-le-bol comprendre étape onglet perdre bloquer bon journée;9;Parcours confus / onglets incompréhensibles;onglet, parcours, confus, comprendre, étape, globalement, journée, manque, simplicité, inadmissible
7361;2024-07-01;Android;Web;neu;photo;bris_de_glace;10+ ans;tous_risques;3;faible;Grand Est;Web;C'est mitigé, les photos restent en attente au moment de valider, mais j'ai réussi au final, le support via web a aidé.;mitiger photo attente moment valider réussir final support web aider;79;Thème 79 (à analyser);web, aider, support, attente, photo, limite, passer, ajout, agence, gramme
7362;2024-10-16;iOS;Web;neu;lenteur;vol;3-10 ans;tous_risques;3;faible;Auvergne-Rhône-Alpes;Téléphone;Ça pourrait être mieux, le site rame énormément depuis hier soir, franchement ça passe mais c'est limite, j'attends une amélioration.;mieux site rame énormément hier soir franchement passer limite attendre amélioration;72;Thème 72 (à analyser);hier, soir, rame, site, énormément, manque, simplicité, avance, limite, essai
7363;2024-04-26;iOS;Téléphone;neg;complexité;vol;1-3 ans;jeune_conducteur;1;faible;Bourgogne-Franche-Comté;Agence;Franchement, c'est trop technique alors que j'ai déjà envoyé, bref ça bloque encore, c'est pas sérieux.;franchement trop technique envoyer bref bloquer sérieux;173;Thème 173 (à analyser);technique, trop, vite, corriger, envoyer, bloquer, simple, sérieux, valider, sinistre
7364;2024-03-17;Android;Web;pos;parcours;collision;3-10 ans;tiers;4;faible;Grand Est;Web;Nickel, le parcours est confus entre devis et sinistre au début, puis tout s'est débloqué rapidement, mais tout est bien expliqué, bravo à l'équipe.;nickel parcours confus devis sinistre début débloquer rapidement bien expliquer bravo équipe;2;Blocage après un bon début;nickel, début, débloquer, rapidement, rapide, résolution, être, efficace, suivi, service
7365;2024-11-07;iOS;Web;neg;complexité;collision;3-10 ans;tous_risques;1;forte;Pays de la Loire;Email;Franchement, la procédure est trop longue pour un petit impact, donc ça bloque encore, je vais réessayer plus tard.;franchement procédure trop long petit impact bloquer réessayer tard;-1;Commentaires généraux / hors sujet;
7366;2024-12-02;Web;Web;neu;parcours;bris_de_glace;3-10 ans;tous_risques;3;faible;Île-de-France;Téléphone;Ça pourrait être mieux les boutons ne sont pas clairs quand il faut choisir le garage du coup j'ai dû m'y reprendre le support via.;mieux bouton clair falloir choisir garage coup devoir reprendre support;-1;Commentaires généraux / hors sujet;
7367;2024-02-28;Android;Web;pos;lenteur;bris_de_glace;3-10 ans;tiers;4;moyenne;Bourgogne-Franche-Comté;Agence;Nickel, le site rame énormément depuis ce matin et j'ai pu finaliser sans stress, honnêtement le suivi était clair, service efficace, clair.;nickel site rame énormément matin finaliser stress honnêtement suivi clair service efficace clair;4;Finalisation impossible / stress;nickel, finaliser, stress, continuer, réponse, bien, expliquer, équipe, service, bravo
7368;2024-03-07;Android;App;neu;photo;collision;3-10 ans;tous_risques;3;faible;Nouvelle-Aquitaine;Web;Ça pourrait être mieux, l'envoi des clichés échoue pendant la déclaration, alors j'ai réussi au final, ça manque de simplicité.;mieux envoi cliché échouer déclaration réussir final manque simplicité;161;Thème 161 (à analyser);manque, simplicité, réussir, final, cliché, envoi, échouer, apparaître, erreur, message
7369;2024-06-28;Web;Web;neg;photo;collision;10+ ans;pro;2;faible;Bourgogne-Franche-Comté;App;Très mécontent, je ne peux pas joindre les images après trois essais et je perds tout, alors ça bloque encore, bonne journée.;mécontent joindre image essai perdre bloquer bon journée;42;Thème 42 (à analyser);journée, ajout, photo, bon, bloquer, bloqu, gramme, image, attente, joindre
7370;2024-07-24;Android;Web;neg;parcours;vol;10+ ans;pro;1;forte;PACA;App;C'est inadmissible, je ne comprends pas les étapes quand il faut choisir le garage malgré plusieurs essais, alors ça bloque encore, j'ai fini par appeler.;inadmissible comprendre étape falloir choisir garage essai bloquer finir appeler;8;Choix du garage / compréhension du parcours;falloir, choisir, garage, comprendre, parcours, confus, étape, inadmissible, manqu, manque
7371;2024-07-18;Web;Web;neg;parcours;collision;10+ ans;tiers;1;faible;Auvergne-Rhône-Alpes;App;Je suis déçu, les boutons ne sont pas clairs sur la partie indemnisation, donc rien n'avance, j'ai fini par appeler.;décevoir bouton clair partie indemnisation rien avance finir appeler;44;Thème 44 (à analyser);partie, indemnisation, bouton, clair, réessayer, tard, pénible, devenir, fou, temps
7372;2024-12-23;Android;Web;neg;photo;collision;1-3 ans;tous_risques;2;moyenne;Grand Est;App;C'est inadmissible, l'ajout des photos bloque à la fin du formulaire malgré plusieurs essais, bref rien n'avance, ça devient pénible.;inadmissible ajout photo bloqu fin formulaire essai bref rien avance devenir pénible;22;Thème 22 (à analyser);bloqu, ajout, photo, formulaire, valider, moment, fin, justificatif, inadmissible, avance
7373;2024-04-27;Android;Web;neg;photo;catastrophe_naturelle;10+ ans;tous_risques;1;faible;Île-de-France;Téléphone;Ras-le-bol, les photos restent en attente à la fin du formulaire et je perds tout, alors ça bloque encore, c'est pas sérieux.;ras-le-bol photo attente fin formulaire perdre bloquer sérieux;35;Thème 35 (à analyser);attente, photo, bloquer, vite, sérieux, essai, formulaire, corriger, décevoir, justificatif
7374;2024-03-12;Android;Web;neu;parcours;catastrophe_naturelle;1-3 ans;tous_risques;3;moyenne;Auvergne-Rhône-Alpes;Web;Pas terrible mais bon, on tourne en rond dans les écrans sur la partie indemnisation, bref j'ai dû m'y reprendre, ça manque de simplicité.;terrible bon tourne rond écran partie indemnisation bref devoir reprendre manque simplicité;59;Thème 59 (à analyser);indemnisation, partie, écran, rond, tourne, inadmissible, devenir, perdre, fou, temps
7375;2024-12-19;iOS;App;neg;lenteur;incendie;10+ ans;tiers;1;faible;Nouvelle-Aquitaine;App;C'est inadmissible, le dossier met trop longtemps à s'afficher sur la validation finale malgré plusieurs essais, honnêtement rien n'avance, j'ai fini par appeler.;inadmissible dossier mettre trop afficher validation final essai honnêtement rien avance finir appeler;126;Thème 126 (à analyser);afficher, validation, dossier, mettre, trop, final, simplicité, manque, limite, inadmissible
7376;2024-11-28;Android;App;neg;photo;collision;3-10 ans;tous_risques;1;moyenne;Île-de-France;Web;C'est inadmissible, la caméra ne s'ouvre pas au moment de valider, alors je perds un temps fou, ça devient pénible.;inadmissible caméra ouvrir moment valider perdre temps fou devenir pénible;5;Caméra qui ne s’ouvre pas;caméra, ouvrir, fou, temps, perdre, formulaire, valider, moment, fin, méconter
7377;2024-09-05;iOS;App;neg;authentification;collision;3-10 ans;tous_risques;1;forte;Auvergne-Rhône-Alpes;Téléphone;C'est inadmissible, la reconnaissance Face ID échoue depuis plusieurs tentatives et je perds tout, du coup je perds un temps fou, ça devient pénible.;inadmissible reconnaissance face échouer tentative perdre coup perdre temps fou devenir pénible;-1;Commentaires généraux / hors sujet;
7378;2024-11-13;Android;Email;neg;parcours;bris_de_glace;1-3 ans;tiers;1;faible;PACA;Téléphone;Très mécontent, on tourne en rond dans les écrans quand il faut choisir le garage malgré plusieurs essais, donc rien n'avance, c'est pas sérieux.;mécontent tourne rond écran falloir choisir garage essai rien avance sérieux;20;Thème 20 (à analyser);choisir, falloir, garage, écran, rond, tourne, manqu, franchement, espérer, inadmissible
7379;2024-11-14;iOS;App;neg;parcours;collision;3-10 ans;tous_risques;1;moyenne;Auvergne-Rhône-Alpes;Web;C'est inadmissible, je ne comprends pas les étapes entre les onglets malgré plusieurs essais, franchement rien n'avance, merci quand même.;inadmissible comprendre étape onglet essai franchement rien avance;9;Parcours confus / onglets incompréhensibles;onglet, parcours, confus, comprendre, étape, globalement, journée, manque, simplicité, inadmissible
7380;2024-12-26;Web;App;neg;complexité;bris_de_glace;3-10 ans;tiers;1;moyenne;Nouvelle-Aquitaine;Téléphone;Je suis déçu, trop de champs obligatoires pour avancer et je perds tout, bref je perds un temps fou, j'espère que ça ira mieux.;décevoir trop champ obligatoire avancer perdre bref perdre temps fou espérer aller mieux;41;Thème 41 (à analyser);champ, obligatoire, trop, envoyer, avancer, terrible, amélioration, attendre, valider, tard
7381;2024-11-20;Android;App;neg;lenteur;collision;3-10 ans;tiers;1;faible;Nouvelle-Aquitaine;Téléphone;Je suis déçu, le site rame énormément à chaque étape malgré plusieurs essais, alors je perds un temps fou, ça devient pénible.;décevoir site rame énormément étape essai perdre temps fou devenir pénible;26;Thème 26 (à analyser);énormément, rame, site, pièce, envoyer, joindre, moment, vite, avance, corriger
7382;2024-05-10;Android;Web;neu;photo;bris_de_glace;0-1 an;tiers;3;faible;PACA;Web;Ça pourrait être mieux, les photos restent en attente au moment de valider, alors j'ai dû m'y reprendre, le support via web a aidé.;mieux photo attente moment valider devoir reprendre support web aider;79;Thème 79 (à analyser);web, aider, support, attente, photo, limite, passer, ajout, agence, gramme
7383;2024-12-09;iOS;Web;neg;photo;collision;3-10 ans;tous_risques;1;forte;Normandie;Téléphone;Ras-le-bol, l'ajout des photos bloque pendant la déclaration malgré plusieurs essais, mais rien n'avance, merci quand même.;ras-le-bol ajout photo bloqu déclaration essai rien avance;93;Thème 93 (à analyser);bloqu, ajout, déclaration, photo, aller, espérer, rien, avancer, mécontent, avance
7384;2024-08-03;Web;Web;pos;photo;bris_de_glace;1-3 ans;tous_risques;5;faible;Grand Est;Web;Bonne expérience, l'envoi des clichés échoue après trois essais et j'ai pu finaliser sans stress, franchement j'ai eu une réponse rapide, service efficace.;bon expérience envoi cliché échouer essai finaliser stress franchement réponse rapide service efficace;38;Thème 38 (à analyser);finaliser, stress, service, efficace, expérience, réponse, suivi, satisfait, bien, super
7385;2024-09-30;iOS;App;neu;parcours;collision;3-10 ans;tiers;3;forte;Île-de-France;App;Pas terrible mais bon, les infos demandées se répètent entre devis et sinistre, mais j'ai dû m'y reprendre, le support via app a aidé.;terrible bon info demander répèter devis sinistre devoir reprendre support app aider;1;Besoin d’aide / support insuffisant;app, aider, support, réussir, mitiger, limite, globalement, passer, reprendre, final
7386;2024-03-24;Web;Email;neg;bug;bris_de_glace;3-10 ans;tiers;1;faible;Nouvelle-Aquitaine;Téléphone;Je suis déçu, j'ai un écran blanc après la mise à jour, et ça bloque encore, je vais réessayer plus tard.;décevoir écran blanc mise jour bloquer réessayer tard;14;Thème 14 (à analyser);blanc, écran, jour, mise, confirmer, dossier, dernier, passer, étape, ouvrir
7387;2024-09-10;iOS;App;neu;complexité;catastrophe_naturelle;3-10 ans;tiers;3;faible;Île-de-France;App;Ça pourrait être mieux, c'est trop technique avant de valider, mais ça passe mais c'est limite, le support via app a aidé.;mieux trop technique valider passer limite support app aider;1;Besoin d’aide / support insuffisant;app, aider, support, réussir, mitiger, limite, globalement, passer, reprendre, final
7388;2024-01-03;Android;Web;neg;bug;bris_de_glace;10+ ans;tous_risques;2;faible;Occitanie;App;Très mécontent, ça boucle sur la même page quand j'ouvre le dossier et je perds tout, franchement ça bloque encore, merci de corriger vite.;mécontent boucle page ouvrir dossier perdre franchement bloquer corriger vite;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
7389;2024-08-07;Web;App;neu;photo;collision;10+ ans;tiers;3;moyenne;Occitanie;Téléphone;C'est mitigé, l'ajout des photos bloque sur l'étape des justificatifs, alors j'ai réussi au final, j'attends une amélioration.;mitiger ajout photo bloqu étape justificatif réussir final attendre amélioration;149;Thème 149 (à analyser);bloqu, ajout, amélioration, attendre, mitiger, photo, formulaire, limite, justificatif, passer
7390;2024-07-12;Web;App;neg;photo;bris_de_glace;3-10 ans;tous_risques;1;moyenne;Nouvelle-Aquitaine;App;Ras-le-bol, la caméra ne s'ouvre pas sur l'étape des justificatifs, et ça bloque encore, j'ai fini par appeler.;ras-le-bol caméra ouvrir étape justificatif bloquer finir appeler;211;Thème 211 (à analyser);caméra, appeler, ouvrir, finir, bloquer, gramme, justificatif, bol, ras, le
7391;2024-08-19;Android;App;neg;parcours;bris_de_glace;3-10 ans;tous_risques;2;moyenne;Occitanie;Web;Très mécontent, les infos demandées se répètent sur le récapitulatif malgré plusieurs essais, alors ça bloque encore, merci de corriger vite.;mécontent info demander répèter récapitulatif essai bloquer corriger vite;77;Thème 77 (à analyser);récapitulatif, répèter, demander, info, franchement, appeler, finir, vite, perdre, le
7392;2024-04-24;Web;App;neg;photo;collision;0-1 an;tous_risques;1;moyenne;Normandie;App;C'est inadmissible, l'ajout des photos bloque même en 4G, donc rien n'avance, merci de corriger vite.;inadmissible ajout photo bloquer gramme rien avance corriger vite;46;Thème 46 (à analyser);ajout, photo, bloquer, gramme, essai, avance, décevoir, tard, rien, réessayer
7393;2024-04-23;Web;App;neg;lenteur;bris_de_glace;10+ ans;tiers;2;faible;Auvergne-Rhône-Alpes;App;Ras-le-bol, ça mouline sans fin depuis hier soir et je perds tout, mais ça bloque encore, j'ai fini par appeler.;ras-le-bol mouliner fin hier soir perdre bloquer finir appeler;68;Thème 68 (à analyser);soir, hier, mouliner, chargement, interminable, fin, tard, réessayer, appeler, bref
7394;2024-02-14;iOS;Web;neu;parcours;bris_de_glace;3-10 ans;tiers;3;faible;Nouvelle-Aquitaine;Web;Ça pourrait être mieux, on tourne en rond dans les écrans sur la partie indemnisation, honnêtement j'ai réussi au final, j'attends une amélioration.;mieux tourne rond écran partie indemnisation honnêtement réussir final attendre amélioration;-1;Commentaires généraux / hors sujet;
7395;2024-04-04;Android;App;pos;photo;bris_de_glace;3-10 ans;tiers;5;faible;Nouvelle-Aquitaine;App;Très satisfait, la caméra ne s'ouvre pas au moment de valider et j'ai pu finaliser sans stress, donc tout est bien expliqué, continuez comme ça.;satisfait caméra ouvrir moment valider finaliser stress bien expliquer continuer;207;Thème 207 (à analyser);finaliser, stress, caméra, continuer, satisfait, ouvrir, réponse, expérience, expliquer, bien
7396;2024-05-19;iOS;Web;neg;authentification;incendie;3-10 ans;tous_risques;1;forte;Hauts-de-France;Web;Ras-le-bol, la reconnaissance Face ID échoue après changement de téléphone, du coup je perds un temps fou, merci quand même.;ras-le-bol reconnaissance face échouer changement téléphone coup perdre temps fou;-1;Commentaires généraux / hors sujet;
7397;2024-09-27;Android;App;neg;authentification;bris_de_glace;1-3 ans;tiers;1;faible;Occitanie;Agence;Très mécontent, ça bloque sur l'authentification même après réinitialisation et je perds tout, donc je perds un temps fou, merci quand même.;mécontent bloquer authentification réinitialisation perdre perdre temps fou;29;Thème 29 (à analyser);authentification, identifiant, tentative, réinitialisation, bloquer, bon, manque, simplicité, reprendre, fou
7398;2024-05-27;Android;App;neg;parcours;bris_de_glace;0-1 an;tiers;2;moyenne;Hauts-de-France;App;Franchement, on tourne en rond dans les écrans pour une simple déclaration malgré plusieurs essais, et ça bloque encore, j'espère que ça ira mieux.;franchement tourne rond écran simple déclaration essai bloquer espérer aller mieux;115;Thème 115 (à analyser);devis, écran, rond, tourne, sinistre, espérer, aller, mieux, avance, rien
7399;2024-12-05;Android;App;neg;photo;catastrophe_naturelle;3-10 ans;tous_risques;1;faible;Occitanie;Web;Je suis déçu, l'envoi des clichés échoue sur l'étape des justificatifs et je perds tout, donc rien n'avance, je vais réessayer plus tard.;décevoir envoi cliché échouer étape justificatif perdre rien avance réessayer tard;57;Thème 57 (à analyser);cliché, envoi, échouer, avance, rien, valider, vite, corriger, bol, le
7400;2024-01-17;Android;Téléphone;neg;photo;collision;3-10 ans;jeune_conducteur;2;moyenne;Île-de-France;App;C'est inadmissible, je ne peux pas joindre les images pendant la déclaration et je perds tout, donc ça bloque encore, j'espère que ça ira mieux.;inadmissible joindre image déclaration perdre bloquer espérer aller mieux;191;Thème 191 (à analyser);image, joindre, déclaration, rien, avancer, aller, avance, espérer, mécontent, appeler
7401;2024-06-03;iOS;App;neg;lenteur;incendie;0-1 an;tous_risques;2;moyenne;Occitanie;App;Je suis déçu le dossier met trop longtemps à s'afficher à chaque étape et je perds tout du coup ça bloque encore merci de corriger.;décevoir dossier mettre trop afficher étape perdre coup bloquer corriger;50;Thème 50 (à analyser);afficher, dossier, mettre, pièce, trop, joindre, avancer, envoyer, réessayer, rien
7402;2024-04-19;Android;Agence;pos;photo;bris_de_glace;3-10 ans;tous_risques;5;faible;Normandie;Web;Merci, les photos restent en attente à la fin du formulaire et j'ai pu finaliser sans stress, mais tout est bien expliqué, bravo à l'équipe.;photo attente fin formulaire finaliser stress bien expliquer bravo équipe;203;Thème 203 (à analyser);équipe, bravo, stress, finaliser, expliquer, bien, attente, expérience, suivi, photo
7403;2024-12-13;Android;Web;neu;lenteur;collision;1-3 ans;tous_risques;3;faible;Grand Est;Web;C'est mitigé, les pages se figent à chaque clic depuis ce matin, alors j'ai dû m'y reprendre, j'attends une amélioration.;mitiger page figer clic matin devoir reprendre attendre amélioration;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
7404;2024-12-24;Android;Web;neg;photo;collision;1-3 ans;tous_risques;2;forte;Auvergne-Rhône-Alpes;Téléphone;Je suis déçu, les photos restent en attente pendant la déclaration, alors rien n'avance, c'est pas sérieux.;décevoir photo attente déclaration rien avance sérieux;-1;Commentaires généraux / hors sujet;
7405;2024-12-10;iOS;Web;neg;photo;bris_de_glace;10+ ans;tiers;1;faible;Normandie;App;Franchement, les photos restent en attente même en 4G et je perds tout, alors je perds un temps fou, bonne journée.;franchement photo attente gramme perdre perdre temps fou bon journée;128;Thème 128 (à analyser);journée, image, bon, joindre, fou, temps, attente, photo, bloqu, perdre
7406;2024-01-20;Android;Téléphone;neu;parcours;bris_de_glace;10+ ans;tiers;3;faible;Hauts-de-France;Email;Globalement ça va, je ne comprends pas les étapes entre les onglets, mais j'ai réussi au final, ça manque de simplicité.;globalement comprendre étape onglet réussir final manque simplicité;9;Parcours confus / onglets incompréhensibles;onglet, parcours, confus, comprendre, étape, globalement, journée, manque, simplicité, inadmissible
7407;2024-07-19;Android;App;pos;photo;collision;3-10 ans;tous_risques;4;faible;Hauts-de-France;App;Bonne expérience, je ne peux pas joindre les images même en 4G au début, puis tout s'est débloqué rapidement.;bon expérience joindre image gramme début débloquer rapidement;114;Thème 114 (à analyser);début, rapidement, débloquer, image, joindre, expérience, réponse, satisfait, attente, formulaire
7408;2024-10-22;iOS;Web;neg;photo;collision;1-3 ans;pro;2;forte;Nouvelle-Aquitaine;Téléphone;Ras-le-bol, la caméra ne s'ouvre pas pendant la déclaration malgré plusieurs essais, du coup ça bloque encore, bonne journée.;ras-le-bol caméra ouvrir déclaration essai coup bloquer bon journée;33;Thème 33 (à analyser);caméra, ouvrir, déclaration, avance, inadmissible, mécontent, rien, pénible, devenir, vite
7409;2024-05-10;Android;Téléphone;neg;bug;bris_de_glace;10+ ans;jeune_conducteur;1;faible;Auvergne-Rhône-Alpes;Email;C'est inadmissible, l'application plante sur la dernière étape et je perds tout, mais ça bloque encore, merci quand même.;inadmissible application plant dernier étape perdre bloquer;7;Application qui plante;application, plant, plante, appli, dernier, confirmer, mise, jour, dossier, passer
7410;2024-11-14;iOS;App;neg;parcours;collision;3-10 ans;tiers;2;forte;Auvergne-Rhône-Alpes;App;C'est inadmissible, je ne comprends pas les étapes sur la partie indemnisation malgré plusieurs essais, et ça bloque encore, je vais réessayer plus tard.;inadmissible comprendre étape partie indemnisation essai bloquer réessayer tard;64;Thème 64 (à analyser);indemnisation, partie, confus, parcours, comprendre, vite, corriger, bloquer, inadmissible, mécontent
7411;2024-03-05;iOS;App;neu;parcours;bris_de_glace;0-1 an;jeune_conducteur;3;faible;PACA;App;C'est mitigé, le parcours est confus entre devis et sinistre, du coup j'ai dû m'y reprendre, ça manque de simplicité.;mitiger parcours confus devis sinistre coup devoir reprendre manque simplicité;94;Thème 94 (à analyser);confus, parcours, manque, simplicité, récapitulatif, devis, sinistre, mitiger, réussir, reprendre
7412;2024-07-23;iOS;App;neg;parcours;catastrophe_naturelle;3-10 ans;tiers;1;faible;PACA;Web;Je suis déçu, je ne comprends pas les étapes entre les onglets, honnêtement je perds un temps fou, bonne journée.;décevoir comprendre étape onglet honnêtement perdre temps fou bon journée;9;Parcours confus / onglets incompréhensibles;onglet, parcours, confus, comprendre, étape, globalement, journée, manque, simplicité, inadmissible
7413;2024-10-31;iOS;Téléphone;neg;photo;collision;3-10 ans;tous_risques;1;moyenne;Occitanie;Téléphone;Ras-le-bol, les photos restent en attente au moment de valider, bref ça bloque encore, bonne journée.;ras-le-bol photo attente moment valider bref bloquer bon journée;42;Thème 42 (à analyser);journée, ajout, photo, bon, bloquer, bloqu, gramme, image, attente, joindre
7414;2024-02-07;iOS;Web;neu;parcours;bris_de_glace;10+ ans;tous_risques;3;faible;PACA;Téléphone;Pas terrible mais bon, les infos demandées se répètent pour une simple déclaration, donc ça passe mais c'est limite, j'attends une amélioration.;terrible bon info demander répèter simple déclaration passer limite attendre amélioration;160;Thème 160 (à analyser);manqu, simple, trouver, déclaration, terrible, arriver, amélioration, attendre, sinistre, comprendre
7415;2024-05-27;iOS;Web;neg;authentification;collision;0-1 an;tous_risques;2;faible;Auvergne-Rhône-Alpes;App;Très mécontent, le code SMS n'arrive pas après changement de téléphone, mais rien n'avance, bonne journée.;mécontent code arriver changement téléphone rien avance bon journée;25;Thème 25 (à analyser);changement, téléphone, expir, connexion, lien, connecter, face, reconnaissance, arriver, code
7416;2024-04-07;iOS;Web;neg;lenteur;incendie;3-10 ans;tiers;1;faible;Auvergne-Rhône-Alpes;Web;Franchement, le site rame énormément depuis hier soir, donc je perds un temps fou, merci quand même.;franchement site rame énormément hier soir perdre temps fou;72;Thème 72 (à analyser);hier, soir, rame, site, énormément, manque, simplicité, avance, limite, essai
7417;2024-11-13;Web;App;neg;parcours;incendie;3-10 ans;tous_risques;2;faible;Occitanie;Web;Je suis déçu les boutons ne sont pas clairs entre devis et sinistre malgré plusieurs essais et je perds un temps fou j'ai fini par.;décevoir bouton clair devis sinistre essai perdre temps fou finir;107;Thème 107 (à analyser);bouton, clair, récapitulatif, devis, fou, temps, sinistre, perdre, finir, devenir
7418;2024-08-17;Android;App;neg;photo;bris_de_glace;0-1 an;tiers;1;faible;Auvergne-Rhône-Alpes;Téléphone;Ras-le-bol, la caméra ne s'ouvre pas au moment de valider, bref je perds un temps fou, ça devient pénible.;ras-le-bol caméra ouvrir moment valider bref perdre temps fou devenir pénible;5;Caméra qui ne s’ouvre pas;caméra, ouvrir, fou, temps, perdre, formulaire, valider, moment, fin, méconter
7419;2024-05-16;iOS;App;neg;bug;bris_de_glace;1-3 ans;tous_risques;2;faible;Occitanie;Web;Très mécontent, l'appli plante quand j'ouvre le dossier malgré plusieurs essais, et ça bloque encore, merci de corriger vite.;mécontent appli plante ouvrir dossier essai bloquer corriger vite;7;Application qui plante;application, plant, plante, appli, dernier, confirmer, mise, jour, dossier, passer
7420;2024-09-26;Android;App;neu;authentification;bris_de_glace;1-3 ans;tous_risques;3;moyenne;Hauts-de-France;Web;C'est mitigé, le lien de connexion expire quand je valide le code, alors j'ai dû m'y reprendre, le support via web a aidé.;mitiger lien connexion expir valide code devoir reprendre support web aider;116;Thème 116 (à analyser);valide, connexion, expir, lien, code, aller, mitiger, sérieux, espérer, bol
7421;2024-05-02;Android;App;neg;lenteur;collision;0-1 an;tiers;2;moyenne;Auvergne-Rhône-Alpes;App;Je suis déçu, les pages se figent à chaque clic depuis hier soir malgré plusieurs essais, franchement ça bloque encore, je vais réessayer plus tard.;décevoir page figer clic hier soir essai franchement bloquer réessayer tard;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
7422;2024-09-15;Android;Web;neg;photo;collision;10+ ans;tiers;1;moyenne;Nouvelle-Aquitaine;Agence;Franchement, les photos restent en attente pendant la déclaration, honnêtement rien n'avance, j'ai fini par appeler.;franchement photo attente déclaration honnêtement rien avance finir appeler;-1;Commentaires généraux / hors sujet;
7423;2024-07-29;Web;App;neg;lenteur;collision;3-10 ans;tiers;1;moyenne;Grand Est;Email;Très mécontent, le dossier met trop longtemps à s'afficher sur la validation finale, bref je perds un temps fou, j'ai fini par appeler.;mécontent dossier mettre trop afficher validation final bref perdre temps fou finir appeler;126;Thème 126 (à analyser);afficher, validation, dossier, mettre, trop, final, simplicité, manque, limite, inadmissible
