id,date_commentaire,device,canal,sentiment,type_irritant,type_sinistre,anciennete_client,type_contrat,csat,gravite_sinistre,region_client,canal_resolution,commentaire,commentaire_clean,topic,topic_label,topic_label_clean,topic_label_exec
6033,2024-11-20,Android,Web,neg,lenteur,collision,1-3 ans,tous_risques,1,moyenne,Bretagne,Téléphone,"C'est inadmissible, le chargement est interminable depuis ce matin, franchement ça bloque encore, merci quand même.",inadmissible chargement interminable matin franchement bloquer,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6034,2024-04-19,iOS,Web,neg,lenteur,catastrophe_naturelle,10+ ans,tiers,1,forte,PACA,Téléphone,"Franchement, le site rame énormément au moment d'envoyer malgré plusieurs essais, honnêtement je perds un temps fou, j'ai fini par appeler.",franchement site rame énormément moment envoyer essai honnêtement perdre temps fou finir appeler,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
6035,2024-03-20,Web,Web,neg,photo,collision,3-10 ans,tous_risques,1,forte,Centre-Val de Loire,Web,"Franchement, la caméra ne s'ouvre pas pendant la déclaration et je perds tout, honnêtement je perds un temps fou, ça devient pénible.",franchement caméra ouvrir déclaration perdre honnêtement perdre temps fou devenir pénible,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6036,2024-08-01,Android,Web,neg,parcours,collision,1-3 ans,tiers,1,faible,Bourgogne-Franche-Comté,Web,"Franchement, le parcours est confus sur la partie indemnisation, honnêtement ça bloque encore, merci de corriger vite.",franchement parcours confus partie indemnisation honnêtement bloquer corriger vite,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6037,2024-05-29,Android,App,neg,authentification,catastrophe_naturelle,3-10 ans,tous_risques,2,moyenne,Île-de-France,Email,"Franchement, je n'arrive pas à me connecter sur l'espace client malgré plusieurs essais, donc je perds un temps fou, merci de corriger vite.",franchement arriver connecter espace client essai perdre temps fou corriger vite,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6038,2024-02-27,Android,Téléphone,neg,parcours,collision,10+ ans,tous_risques,1,faible,Auvergne-Rhône-Alpes,App,"C'est inadmissible, on tourne en rond dans les écrans entre les onglets, donc ça bloque encore, ça devient pénible.",inadmissible tourne rond écran onglet bloquer devenir pénible,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6039,2024-01-16,Web,Web,neg,bug,incendie,1-3 ans,tous_risques,1,moyenne,Centre-Val de Loire,App,"Franchement, le bouton valider ne fait rien au moment de confirmer malgré plusieurs essais, du coup ça bloque encore, merci quand même.",franchement bouton valider rien moment confirmer essai coup bloquer,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6040,2024-07-30,Android,Téléphone,neg,lenteur,collision,10+ ans,tiers,1,faible,Nouvelle-Aquitaine,Email,"Ras-le-bol, l'app met des minutes à répondre à chaque étape, et rien n'avance, ça devient pénible.",ras-le-bol app mettre minute répondre étape rien avancer devenir pénible,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
6041,2024-06-29,Web,App,neg,bug,vol,3-10 ans,tiers,1,forte,Île-de-France,Email,"Je suis déçu, l'application plante sur mon téléphone malgré plusieurs essais, honnêtement je perds un temps fou, merci de corriger vite.",décevoir application plant téléphone essai honnêtement perdre temps fou corriger vite,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
6042,2024-08-14,Android,App,neg,photo,collision,3-10 ans,pro,1,forte,Bretagne,App,"Très mécontent, les photos restent en attente à la fin du formulaire malgré plusieurs essais, bref ça bloque encore, ça devient pénible.",mécontent photo attente fin formulaire essai bref bloquer devenir pénible,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6043,2024-09-23,Web,Web,pos,authentification,collision,10+ ans,tiers,5,faible,Île-de-France,Téléphone,Merci la reconnaissance Face ID échoue alors que mes identifiants sont bons au début puis tout s'est débloqué rapidement bref tout est bien expliqué continuez.,reconnaissance face id échouer identifiant bon début débloquer rapidement bref bien expliquer continuer,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
6044,2024-08-06,Web,Web,neg,lenteur,collision,3-10 ans,pro,2,moyenne,Pays de la Loire,Web,"Ras-le-bol, ça mouline sans fin depuis ce matin malgré plusieurs essais, et ça bloque encore, bonne journée.",ras-le-bol mouliner fin matin essai bloquer bon journée,12,soir / hier / mouliner,soir / hier / mouliner,soir / hier / mouliner
6045,2024-03-11,iOS,App,pos,bug,bris_de_glace,10+ ans,tiers,5,faible,Nouvelle-Aquitaine,App,"Nickel, un message d'erreur apparaît sur mon téléphone mais la résolution a été rapide, bref le suivi était clair, continuez comme ça, clair.",nickel message erreur apparaître téléphone résolution être rapide bref suivi clair continuer clair,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
6046,2024-11-15,Android,App,pos,bug,collision,1-3 ans,tous_risques,5,moyenne,Occitanie,Téléphone,"Merci, un message d'erreur apparaît au moment de confirmer et j'ai pu finaliser sans stress, bref le suivi était clair, service efficace.",message erreur apparaître moment confirmer finaliser stress bref suivi clair service efficace,8,finaliser / stress / satisfait,finaliser / stress / satisfait,finaliser / stress / satisfait
6047,2024-12-01,iOS,Web,neu,lenteur,catastrophe_naturelle,3-10 ans,tous_risques,3,moyenne,Occitanie,Web,"Globalement ça va, ça mouline sans fin à chaque étape, et j'ai dû m'y reprendre, ça manque de simplicité.",globalement mouliner fin étape devoir reprendre manque simplicité,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6048,2024-03-18,Web,App,neu,photo,collision,10+ ans,jeune_conducteur,3,faible,Nouvelle-Aquitaine,App,Ça pourrait être mieux le scan des documents tourne en rond au moment de valider bref ça passe mais c'est limite le support via app.,mieux scan document tourne rond moment valider bref passer limite support app,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
6049,2024-10-07,Web,Web,neu,complexité,catastrophe_naturelle,3-10 ans,tiers,3,moyenne,Occitanie,Web,"Pas terrible mais bon, on me demande des infos impossibles pour un sinistre simple, donc j'ai dû m'y reprendre, ça manque de simplicité.",terrible bon demande info impossible sinistre simple devoir reprendre manque simplicité,-1,Outliers,Outliers,Outliers
6050,2024-07-16,Android,Web,neu,photo,bris_de_glace,3-10 ans,tiers,3,faible,Nouvelle-Aquitaine,Téléphone,"C'est mitigé, je ne peux pas joindre les images même en 4G, franchement ça passe mais c'est limite, le support via téléphone a aidé.",mitiger joindre image franchement passer limite support téléphone aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6051,2024-06-24,iOS,App,neu,photo,collision,3-10 ans,tous_risques,3,moyenne,Grand Est,Web,"Ça pourrait être mieux, je ne peux pas joindre les images au moment de valider, donc j'ai réussi au final, j'attends une amélioration.",mieux joindre image moment valider réussir final attendre amélioration,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6052,2024-09-03,Android,App,neg,bug,collision,0-1 an,tous_risques,2,faible,Bretagne,App,"Je suis déçu, ça boucle sur la même page quand j'ouvre le dossier malgré plusieurs essais, mais rien n'avance, merci quand même.",décevoir boucle page ouvrir dossier essai rien avance,7,page / figer / clic,Application figée,page / figer / clic
6053,2024-08-03,Android,Téléphone,neg,photo,bris_de_glace,3-10 ans,tiers,1,faible,Pays de la Loire,App,"Je suis déçu, les photos restent en attente pendant la déclaration et je perds tout, et je perds un temps fou, ça devient pénible.",décevoir photo attente déclaration perdre perdre temps fou devenir pénible,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6054,2024-11-25,Android,App,pos,lenteur,collision,3-10 ans,jeune_conducteur,4,faible,Île-de-France,Web,"Bonne expérience, les pages se figent à chaque clic au moment d'envoyer et j'ai pu finaliser sans stress.",bon expérience page figer clic moment envoyer finaliser stress,-1,Outliers,Outliers,Outliers
6055,2024-08-09,iOS,App,neg,bug,bris_de_glace,3-10 ans,tous_risques,2,moyenne,Grand Est,Agence,"Ras-le-bol, ça boucle sur la même page sur mon téléphone, donc je perds un temps fou, je vais réessayer plus tard.",ras-le-bol boucle page téléphone perdre temps fou réessayer tard,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
6056,2024-07-26,Android,Téléphone,neu,photo,catastrophe_naturelle,1-3 ans,tiers,3,moyenne,Bourgogne-Franche-Comté,Email,"C'est mitigé, l'ajout des photos bloque même en 4G, donc j'ai dû m'y reprendre, j'attends une amélioration.",mitiger ajout photo bloquer devoir reprendre attendre amélioration,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6057,2024-07-15,iOS,App,neg,photo,collision,3-10 ans,tous_risques,1,moyenne,Normandie,Téléphone,C'est inadmissible le scan des documents tourne en rond au moment de valider et je perds tout franchement je perds un temps fou merci de.,inadmissible scan document tourne rond moment valider perdre franchement perdre temps fou,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
6058,2024-12-04,iOS,Web,pos,photo,bris_de_glace,10+ ans,tiers,5,faible,PACA,Web,Bonne expérience le scan des documents tourne en rond pendant la déclaration au début puis tout s'est débloqué rapidement donc j'ai eu une réponse rapide.,bon expérience scan document tourne rond déclaration début débloquer rapidement réponse rapide,-1,Outliers,Outliers,Outliers
6059,2024-11-23,iOS,App,neg,complexité,collision,3-10 ans,tiers,1,moyenne,Pays de la Loire,Web,"Ras-le-bol, les justificatifs demandés sont trop nombreux juste pour une info et je perds tout, honnêtement rien n'avance, merci de corriger vite.",ras-le-bol justificatif demander trop info perdre honnêtement rien avance corriger vite,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6060,2024-04-24,iOS,Web,neu,parcours,vol,3-10 ans,tous_risques,3,faible,Occitanie,Agence,"Pas terrible mais bon, je ne comprends pas les étapes entre les onglets, honnêtement j'ai réussi au final, j'attends une amélioration.",terrible bon comprendre étape onglet honnêtement réussir final attendre amélioration,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6061,2024-08-04,iOS,Web,neu,complexité,collision,10+ ans,tous_risques,3,moyenne,Hauts-de-France,App,"Ça pourrait être mieux, je dois refaire plusieurs fois juste pour une info, du coup ça passe mais c'est limite, j'attends une amélioration.",mieux devoir refaire fois info coup passer limite attendre amélioration,-1,Outliers,Outliers,Outliers
6062,2024-08-04,Android,App,neu,photo,bris_de_glace,1-3 ans,tous_risques,3,forte,Occitanie,Web,"Globalement ça va, l'envoi des clichés échoue pendant la déclaration, honnêtement j'ai réussi au final, ça manque de simplicité.",globalement envoi cliché échouer déclaration honnêtement réussir final manque simplicité,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6063,2024-05-23,iOS,App,neg,photo,collision,1-3 ans,tous_risques,2,forte,Île-de-France,Web,"Très mécontent, les photos restent en attente pendant la déclaration et je perds tout, du coup je perds un temps fou, merci quand même.",mécontent photo attente déclaration perdre coup perdre temps fou,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6064,2024-07-17,Web,App,neg,photo,bris_de_glace,1-3 ans,tiers,2,moyenne,Nouvelle-Aquitaine,App,"Franchement, la caméra ne s'ouvre pas sur l'étape des justificatifs et je perds tout, franchement rien n'avance, j'espère que ça ira mieux.",franchement caméra ouvrir étape justificatif perdre franchement rien avance espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6065,2024-09-05,Android,App,neg,lenteur,bris_de_glace,1-3 ans,tous_risques,2,moyenne,Pays de la Loire,Téléphone,"C'est inadmissible, les pages se figent à chaque clic au moment d'envoyer, franchement je perds un temps fou, ça devient pénible.",inadmissible page figer clic moment envoyer franchement perdre temps fou devenir pénible,7,page / figer / clic,Application figée,page / figer / clic
6066,2024-12-05,iOS,App,neg,photo,catastrophe_naturelle,1-3 ans,tous_risques,2,faible,Nouvelle-Aquitaine,App,"Je suis déçu, l'ajout des photos bloque après trois essais, donc ça bloque encore, c'est pas sérieux.",décevoir ajout photo bloquer essai bloquer sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6067,2024-07-31,Android,App,neg,photo,collision,3-10 ans,tiers,2,faible,Île-de-France,Email,"Franchement, les photos restent en attente à la fin du formulaire et je perds tout, mais rien n'avance, c'est pas sérieux.",franchement photo attente fin formulaire perdre rien avancer sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6068,2024-01-28,Web,Web,neg,complexité,collision,1-3 ans,tiers,1,moyenne,Île-de-France,App,"Très mécontent, c'est trop technique alors que j'ai déjà envoyé et je perds tout, bref je perds un temps fou, merci quand même.",mécontent trop technique envoyer perdre bref perdre temps fou,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6069,2024-11-24,Android,App,pos,photo,collision,0-1 an,tiers,4,moyenne,Île-de-France,App,Bonne expérience les photos restent en attente pendant la déclaration au début puis tout s'est débloqué rapidement mais j'ai eu une réponse rapide continuez comme.,bon expérience photo attente déclaration début débloquer rapidement réponse rapide continuer,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6070,2024-07-13,iOS,Web,neg,bug,collision,3-10 ans,jeune_conducteur,1,moyenne,Grand Est,Téléphone,"C'est inadmissible, j'ai un écran blanc après la mise à jour, alors je perds un temps fou, ça devient pénible.",inadmissible écran blanc mise jour perdre temps fou devenir pénible,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6071,2024-02-18,Web,Téléphone,neg,parcours,bris_de_glace,0-1 an,pro,1,faible,Île-de-France,Web,"Ras-le-bol, je ne comprends pas les étapes sur le récapitulatif, honnêtement ça bloque encore, je vais réessayer plus tard.",ras-le-bol comprendre étape récapitulatif honnêtement bloquer réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6072,2024-12-25,iOS,App,neu,bug,incendie,3-10 ans,tous_risques,3,faible,Pays de la Loire,Web,"Globalement ça va, un message d'erreur apparaît au moment de confirmer, mais j'ai réussi au final, j'attends une amélioration.",globalement message erreur apparaître moment confirmer réussir final attendre amélioration,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6073,2024-09-11,Android,Téléphone,neg,authentification,bris_de_glace,3-10 ans,tous_risques,1,faible,Île-de-France,Téléphone,"Franchement, le mot de passe est refusé après changement de téléphone et je perds tout, franchement ça bloque encore, j'ai fini par appeler.",franchement mot passe refuser changement téléphone perdre franchement bloquer finir appeler,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
6074,2024-01-21,iOS,Email,pos,photo,collision,0-1 an,tiers,4,moyenne,Bretagne,App,"Bonne expérience, l'ajout des photos bloque pendant la déclaration mais la résolution a été rapide, du coup le suivi était clair, service efficace.",bon expérience ajout photo bloqu déclaration résolution être rapide coup suivi clair service efficace,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6075,2024-02-22,Android,Téléphone,neu,complexité,collision,3-10 ans,jeune_conducteur,3,faible,Hauts-de-France,Email,"C'est mitigé, c'est trop technique avant de valider, mais ça passe mais c'est limite, j'attends une amélioration.",mitiger trop technique valider passer limite attendre amélioration,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6076,2024-09-03,iOS,App,neu,photo,collision,3-10 ans,jeune_conducteur,3,forte,Auvergne-Rhône-Alpes,App,Pas terrible mais bon la caméra ne s'ouvre pas à la fin du formulaire alors ça passe mais c'est limite le support via app a.,terrible bon caméra ouvrir fin formulaire passer limite support app a.,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6077,2024-06-10,Android,App,neg,parcours,vol,1-3 ans,tous_risques,1,faible,Nouvelle-Aquitaine,App,"C'est inadmissible, on tourne en rond dans les écrans sur la partie indemnisation, du coup ça bloque encore, j'ai fini par appeler.",inadmissible tourne rond écran partie indemnisation coup bloquer finir appeler,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6078,2024-01-10,iOS,Web,neg,lenteur,collision,0-1 an,tiers,2,moyenne,Grand Est,App,"Franchement, l'app met des minutes à répondre quand je joins une pièce malgré plusieurs essais, donc rien n'avance, j'espère que ça ira mieux.",franchement app mettre minute répondre joindre pièce essai rien avance espérer aller mieux,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
6079,2024-11-10,iOS,App,neg,parcours,catastrophe_naturelle,0-1 an,tous_risques,1,faible,Occitanie,App,"Franchement, je n'arrive pas à trouver où suivre mon sinistre entre devis et sinistre malgré plusieurs essais, alors ça bloque encore, ça devient pénible.",franchement arriver trouver sinistre devis sinistre essai bloquer devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6080,2024-02-24,Android,Web,neu,authentification,catastrophe_naturelle,0-1 an,tous_risques,3,forte,Bretagne,App,"Ça pourrait être mieux, le mot de passe est refusé même après réinitialisation, et j'ai dû m'y reprendre, le support via app a aidé.",mieux mot passe refuser réinitialisation devoir reprendre support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
6081,2024-04-24,iOS,App,neg,photo,bris_de_glace,3-10 ans,tiers,1,moyenne,Grand Est,Téléphone,"Je suis déçu, les photos restent en attente même en 4G, alors rien n'avance, je vais réessayer plus tard.",décevoir photo attente rien avance réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6082,2024-06-04,iOS,App,neg,bug,collision,10+ ans,jeune_conducteur,1,moyenne,Centre-Val de Loire,Web,"Franchement, le bouton valider ne fait rien dès que je passe à l'étape suivante, du coup ça bloque encore, merci quand même.",franchement bouton valider rien passer étape coup bloquer,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6083,2024-03-02,iOS,Web,pos,photo,collision,3-10 ans,tous_risques,5,moyenne,Nouvelle-Aquitaine,Email,"Nickel, les photos restent en attente après trois essais au début, puis tout s'est débloqué rapidement, honnêtement le suivi était clair, bravo à l'équipe, nickel.",nickel photo attente essai début débloquer rapidement honnêtement suivi clair bravo équipe nickel,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6084,2024-04-03,Android,Web,neg,complexité,bris_de_glace,10+ ans,tous_risques,2,faible,Occitanie,App,"Franchement, la procédure est trop longue pour un sinistre simple et je perds tout, bref rien n'avance, j'espère que ça ira mieux.",franchement procédure trop long sinistre simple perdre bref rien avance espérer aller mieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6085,2024-02-16,Web,Email,neu,lenteur,vol,3-10 ans,tous_risques,3,faible,Occitanie,App,"C'est mitigé, le site rame énormément à chaque étape, bref ça passe mais c'est limite, ça manque de simplicité.",mitiger site rame énormément étape bref passer limite manque simplicité,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
6086,2024-03-16,Android,Web,neg,parcours,incendie,10+ ans,jeune_conducteur,1,faible,Auvergne-Rhône-Alpes,App,"Ras-le-bol, les boutons ne sont pas clairs sur le récapitulatif malgré plusieurs essais, franchement je perds un temps fou, merci de corriger vite.",ras-le-bol bouton clair récapitulatif essai franchement perdre temps fou corriger vite,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6087,2024-05-09,Android,App,neu,photo,vol,1-3 ans,pro,3,forte,Île-de-France,App,"Pas terrible mais bon, l'ajout des photos bloque sur l'étape des justificatifs, et j'ai réussi au final, le support via app a aidé.",terrible bon ajout photo bloqu étape justificatif réussir final support app aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6088,2024-01-31,iOS,App,neu,parcours,collision,10+ ans,tous_risques,3,forte,Bourgogne-Franche-Comté,Email,"Ça pourrait être mieux, les infos demandées se répètent sur le récapitulatif, honnêtement j'ai dû m'y reprendre, le support via email a aidé.",mieux info demander répèter récapitulatif honnêtement devoir reprendre support e-mail aider,-1,Outliers,Outliers,Outliers
6089,2024-05-25,Android,App,neg,complexité,collision,3-10 ans,jeune_conducteur,2,moyenne,Grand Est,App,"Je suis déçu, trop de champs obligatoires pour avancer, du coup rien n'avance, je vais réessayer plus tard.",décevoir trop champ obligatoire avancer coup rien avancer réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6090,2024-12-21,Android,Téléphone,neu,lenteur,vol,1-3 ans,tous_risques,3,forte,Nouvelle-Aquitaine,App,"C'est mitigé, le site rame énormément depuis ce matin, du coup ça passe mais c'est limite, ça manque de simplicité.",mitiger site rame énormément matin coup passer limite manque simplicité,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
6091,2024-12-18,Android,App,neg,parcours,collision,3-10 ans,tous_risques,1,faible,Île-de-France,App,"Ras-le-bol, on tourne en rond dans les écrans entre devis et sinistre, honnêtement je perds un temps fou, je vais réessayer plus tard.",ras-le-bol tourne rond écran devis sinistre honnêtement perdre temps fou réessayer tard,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
6092,2024-06-27,iOS,App,neu,bug,bris_de_glace,10+ ans,pro,3,faible,Pays de la Loire,Téléphone,"Globalement ça va, ça boucle sur la même page sur la dernière étape, franchement j'ai réussi au final, j'attends une amélioration.",globalement boucle page dernier étape franchement réussir final attendre amélioration,7,page / figer / clic,Application figée,page / figer / clic
6093,2024-05-23,Web,App,neg,photo,bris_de_glace,10+ ans,tous_risques,1,moyenne,Hauts-de-France,Web,Ras-le-bol le scan des documents tourne en rond à la fin du formulaire malgré plusieurs essais donc je perds un temps fou je vais réessayer.,ras-le-bol scan document tourne rond fin formulaire essai perdre temps fou réessayer,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
6094,2024-07-27,iOS,Web,pos,authentification,bris_de_glace,10+ ans,tous_risques,5,faible,Hauts-de-France,Agence,Bonne expérience le mot de passe est refusé sur l'espace client mais la résolution a été rapide donc j'ai eu une réponse rapide bravo à.,bon expérience mot passe refuser espace client résolution être rapide réponse rapide bravo,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6095,2024-10-03,Android,Agence,neg,complexité,vol,3-10 ans,jeune_conducteur,1,moyenne,Auvergne-Rhône-Alpes,App,"C'est inadmissible, la procédure est trop longue pour un petit impact, donc ça bloque encore, merci quand même.",inadmissible procédure trop long petit impact bloquer,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
6096,2024-01-12,Android,App,neg,authentification,catastrophe_naturelle,3-10 ans,tous_risques,1,moyenne,Normandie,Téléphone,"Je suis déçu, ça bloque sur l'authentification alors que mes identifiants sont bons et je perds tout, honnêtement rien n'avance, bonne journée.",décevoir bloquer authentification identifiant bon perdre honnêtement rien avance bon journée,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
6097,2024-01-03,iOS,App,neu,photo,collision,3-10 ans,jeune_conducteur,3,moyenne,Île-de-France,App,"Globalement ça va, l'ajout des photos bloque à la fin du formulaire, donc j'ai réussi au final, le support via app a aidé.",globalement ajout photo bloqu fin formulaire réussir final support app aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6098,2024-03-17,iOS,App,neg,photo,collision,1-3 ans,pro,2,moyenne,Auvergne-Rhône-Alpes,Web,Très mécontent la caméra ne s'ouvre pas au moment de valider et je perds tout franchement je perds un temps fou j'espère que ça ira.,méconter caméra ouvrir moment valider perdre franchement perdre temps fou espérer aller,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6099,2024-05-04,Android,Web,neg,photo,collision,3-10 ans,tiers,1,moyenne,Grand Est,App,"Très mécontent, les photos restent en attente sur l'étape des justificatifs et je perds tout, du coup rien n'avance, j'espère que ça ira mieux.",mécontent photo attente étape justificatif perdre coup rien avancer espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6100,2024-04-09,iOS,Téléphone,neg,photo,incendie,1-3 ans,tiers,2,faible,Île-de-France,Web,"Je suis déçu, les photos restent en attente sur l'étape des justificatifs, mais ça bloque encore, c'est pas sérieux.",décevoir photo attente étape justificatif bloquer sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6101,2024-09-25,Android,Web,neg,photo,bris_de_glace,1-3 ans,tous_risques,1,faible,Bretagne,Web,"Franchement, l'ajout des photos bloque sur l'étape des justificatifs, mais ça bloque encore, bonne journée.",franchement ajout photo bloqu étape justificatif bloquer bon journée,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6102,2024-10-03,Web,App,neg,lenteur,vol,3-10 ans,pro,2,faible,Pays de la Loire,Téléphone,"Très mécontent, le dossier met trop longtemps à s'afficher depuis ce matin et je perds tout, bref ça bloque encore, j'ai fini par appeler.",mécontent dossier mettre trop afficher matin perdre bref bloquer finir appeler,-1,Outliers,Outliers,Outliers
6103,2024-03-20,Android,App,neg,lenteur,collision,10+ ans,tous_risques,1,faible,Nouvelle-Aquitaine,Web,"Ras-le-bol, le site rame énormément sur la validation finale et je perds tout, du coup rien n'avance, merci quand même.",ras-le-bol site rame énormément validation final perdre coup rien avance,-1,Outliers,Outliers,Outliers
6104,2024-04-20,Web,App,neg,authentification,collision,1-3 ans,tiers,2,faible,Grand Est,Web,"C'est inadmissible, la reconnaissance Face ID échoue quand je valide le code malgré plusieurs essais, franchement je perds un temps fou, c'est pas sérieux.",inadmissible reconnaissance face id échouer valide code essai franchement perdre temps fou sérieux,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
6105,2024-01-12,Android,Web,pos,lenteur,catastrophe_naturelle,0-1 an,jeune_conducteur,4,faible,Auvergne-Rhône-Alpes,Web,"Merci, les pages se figent à chaque clic depuis ce matin au début, puis tout s'est débloqué rapidement, mais tout est bien expliqué, service efficace.",page figer clic matin début débloquer rapidement bien expliquer service efficace,7,page / figer / clic,Application figée,page / figer / clic
6106,2024-12-25,Web,App,neu,parcours,collision,1-3 ans,jeune_conducteur,3,moyenne,Occitanie,App,"Globalement ça va, le parcours est confus quand il faut choisir le garage, franchement j'ai réussi au final, j'attends une amélioration.",globalement parcours confus falloir choisir garage franchement réussir final attendre amélioration,6,choisir / garage / falloir,choisir / garage / falloir,choisir / garage / falloir
6107,2024-05-09,Web,Téléphone,neg,photo,catastrophe_naturelle,0-1 an,tous_risques,2,moyenne,Auvergne-Rhône-Alpes,App,"Très mécontent, la caméra ne s'ouvre pas au moment de valider, alors ça bloque encore, bonne journée.",mécontent caméra ouvrir moment valider bloquer bon journée,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
6108,2024-11-22,Android,App,neu,lenteur,catastrophe_naturelle,3-10 ans,jeune_conducteur,3,faible,Occitanie,App,"C'est mitigé, l'app met des minutes à répondre quand je joins une pièce, mais j'ai dû m'y reprendre, j'attends une amélioration.",mitiger app mettre minute répondre joindre pièce devoir reprendre attendre amélioration,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
6109,2024-11-15,Web,App,pos,bug,bris_de_glace,1-3 ans,tiers,5,faible,Grand Est,Téléphone,"Nickel, un message d'erreur apparaît au moment de confirmer et j'ai pu finaliser sans stress, bref tout est bien expliqué, continuez comme ça.",nickel message erreur apparaître moment confirmer finaliser stress bref bien expliquer continuer,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
6110,2024-05-12,iOS,Web,neg,photo,collision,0-1 an,tous_risques,2,moyenne,Pays de la Loire,App,"Je suis déçu, la caméra ne s'ouvre pas pendant la déclaration malgré plusieurs essais, franchement je perds un temps fou, merci de corriger vite.",décevoir caméra ouvrir déclaration essai franchement perdre temps fou corriger vite,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
